time_s,joint_0_position,tau_box,tau_ass_total,tau_w,tau_meas_0
0.864973,,,,3.471119007243441,
0.864997,,,0.0,,
0.864999,,0.0,,,
0.870091,0.029362849046236768,,,,
0.870121,,,,,-3.366683006286621
0.870142,,,,3.4948361849242295,
0.870161,,,0.0,,
0.870163,,0.0,,,
0.874846,0.029043669189590775,,,,
0.874899,,,,,-3.2047061920166016
0.874901,,,,3.512826345029384,
0.874930,,0.0,,,
0.874942,,,0.0,,
0.879674,0.028651185823940346,,,,
0.879708,,,,,-3.122451066970825
0.879740,,,,3.5255916077383325,
0.879933,,,0.0,,
0.879938,,0.0,,,
0.884911,0.028094318840004778,,,,
0.885157,,,,,-3.0600085258483887
0.885163,,,,3.531449665754735,
0.885193,,,0.0,,
0.885200,,0.0,,,
0.889532,0.027596174558105455,,,,
0.889749,,,,,-2.8451600074768066
0.889797,,0.0,,,
0.889803,,,,3.5310811726208207,
0.889835,,,0.0,,
0.895743,0.026989972514976167,,,,
0.896006,,,,,-2.744816541671753
0.896047,,0.0,,,
0.896050,,,,3.523989966338081,
0.896072,,,0.0,,
0.899578,0.026351812538765933,,,,
0.899767,,,,,-2.542153835296631
0.899804,,,,3.51039924769462,
0.899824,,,0.0,,
0.899827,,0.0,,,
0.905288,0.025702067811813847,,,,
0.905597,,,,,-2.4076507091522217
0.905624,,0.0,,,
0.905629,,,,3.4907205152475114,
0.905647,,,0.0,,
0.910273,0.024991802749089718,,,,
0.910631,,,,,-2.163565158843994
0.910671,,,,3.4638155011825402,
0.910704,,,0.0,,
0.910709,,0.0,,,
0.915290,0.02460710912962777,,,,
0.915615,,,,,-1.8469388484954834
0.915659,,,0.0,,
0.915667,,0.0,,,
0.915674,,,,3.4329155782333993,
0.920130,0.023972943895052654,,,,
0.920614,,,,,-1.6476597785949707
0.920663,,,0.0,,
0.920671,,0.0,,,
0.920677,,,,3.3965684359048347,
0.924777,0.023361748424879467,,,,
0.924858,,,,,-1.3773894309997559
0.924895,,,0.0,,
0.924903,,0.0,,,
0.924909,,,,3.3560048552429427,
0.930286,0.02274136504894551,,,,
0.930632,,,,,-1.1640710830688477
0.930670,,,0.0,,
0.930677,,0.0,,,
0.930684,,,,3.311344875677482,
0.936316,0.022035693939101764,,,,
0.936770,,,,,-1.0158612728118896
0.936811,,,0.0,,
0.936819,,0.0,,,
0.936827,,,,3.2613039121341485,
0.942274,0.02153754965720244,,,,
0.942762,,,,,-0.8205873966217041
0.942797,,,0.0,,
0.942805,,0.0,,,
0.942811,,,,3.2099329596437824,
0.945742,0.020954317378475088,,,,
0.946040,,,,,-0.788914144039154
0.946075,,0.0,,,
0.946080,,,,3.1567998066596807,
0.946109,,,0.0,,
0.949870,0.020660903605375605,,,,
0.950154,,,,,-0.6599550843238831
0.950204,,,0.0,,
0.950209,,0.0,,,
0.950214,,,,3.1049516557509045,
0.954633,0.020246449160732028,,,,
0.955045,,,,,-0.5351643562316895
0.955144,,,0.0,,
0.955160,,0.0,,,
0.955177,,,,3.0529947422041035,
0.959768,0.01974550855968812,,,,
0.960045,,,,,-0.5077332258224487
0.960100,,,0.0,,
0.960106,,0.0,,,
0.960111,,,,3.0002132810132256,
0.965035,0.01955795543991929,,,,
0.965326,,,,,-0.42916643619537354
0.965367,,,,2.949786633218042,
0.965400,,,0.0,,
0.965406,,0.0,,,
0.970154,0.01933604754208844,,,,
0.970478,,,,,-0.3313586115837097
0.970518,,0.0,,,
0.970525,,,,2.9016281953627012,
0.970559,,,0.0,,
0.975431,0.01916407391469657,,,,
0.975926,,,,,-0.21322380006313324
0.975971,,0.0,,,
0.975978,,,,2.8566465301444,
0.976014,,,0.0,,
0.980043,0.019212010814318,,,,
0.980339,,,,,-0.25223758816719055
0.980376,,,0.0,,
0.980383,,0.0,,,
0.980389,,,,2.8162005673481834,
0.985091,0.019194034476959963,,,,
0.985356,,,,,-0.2173992395401001
0.985360,,,,2.779609723733523,
0.985381,,,0.0,,
0.985385,,0.0,,,
0.990018,0.01932166647220201,,,,
0.990238,,,,,-0.19149935245513916
0.990263,,,0.0,,
0.990268,,0.0,,,
0.990271,,,,2.747864875274232,
0.994509,0.01950043116037358,,,,
0.994744,,0.0,,,
0.994750,,,,,-0.187770277261734
0.994757,,,,2.720982313237194,
0.994792,,,0.0,,
0.999552,0.019855963165899156,,,,
0.999903,,,0.0,,
0.999906,,0.0,,,
0.999910,,,,,-0.25063174962997437
0.999914,,,,2.6996390090489544,
1.005148,0.02024325336742393,,,,
1.005421,,,,,-0.3485559821128845
1.005426,,,,2.683974939463241,
1.005463,,,0.0,,
1.005472,,0.0,,,
1.010354,0.02065391280751415,,,,
1.010633,,,,,-0.489881694316864
1.010653,,,,2.673407079229219,
1.010677,,,0.0,,
1.010682,,0.0,,,
1.015185,0.021148661559023618,,,,
1.015551,,,,,-0.5427693724632263
1.015597,,,0.0,,
1.015602,,0.0,,,
1.015608,,,,2.668663418818358,
1.020126,0.021705129068795678,,,,
1.020472,,,,,-0.6866540908813477
1.020509,,0.0,,,
1.020513,,,,2.6699147006834654,
1.020534,,,0.0,,
1.026162,0.022464329716550015,,,,
1.026450,,,,,-0.7433866858482361
1.026454,,,,2.6789810921126036,
1.026473,,,0.0,,
1.026477,,0.0,,,
1.029625,0.022959677679304753,,,,
1.029958,,,0.0,,
1.029962,,0.0,,,
1.029967,,,,,-0.9846804141998291
1.029972,,,,2.692897301376106,
1.034607,0.023544907328849667,,,,
1.034881,,,,,-1.0583218336105347
1.034917,,0.0,,,
1.034921,,,,2.7126656788518826,
1.034933,,,0.0,,
1.039560,0.02402567448463622,,,,
1.039820,,,,,-1.393255352973938
1.039857,,,0.0,,
1.039860,,0.0,,,
1.039861,,,,2.7367888520597945,
1.044916,0.024952254806902042,,,,
1.045191,,,,,-1.4886162281036377
1.045216,,,,2.770109552405524,
1.045231,,,0.0,,
1.045233,,0.0,,,
1.050310,0.025437416178487226,,,,
1.050753,,,,,-1.8779500722885132
1.050757,,,,2.8080797104505937,
1.050828,,,0.0,,
1.050834,,0.0,,,
1.055689,0.025973510505920176,,,,
1.055966,,,,,-2.088233709335327
1.055987,,,,2.8506102012333643,
1.056001,,,0.0,,
1.056004,,0.0,,,
1.059645,0.026599486520143302,,,,
1.059893,,,,,-2.398529052734375
1.059925,,,,2.897194401747711,
1.059941,,,0.0,,
1.059944,,0.0,,,
1.064775,0.02702772282342804,,,,
1.065421,,0.0,,,
1.065423,,,,,-2.6083385944366455
1.065426,,,,2.9458524566964592,
1.065447,,,0.0,,
1.069983,0.027777336091258095,,,,
1.070432,,,,,-2.818502426147461
1.070436,,,,2.999361552437488,
1.070462,,,0.0,,
1.070468,,0.0,,,
1.074713,0.028110098069463497,,,,
1.075002,,,,,-3.1097593307495117
1.075021,,0.0,,,
1.075023,,,,3.0526295010829623,
1.075033,,,0.0,,
1.079660,0.028605046558054723,,,,
1.079971,,,,,-3.296656847000122
1.079994,,,,3.106840902598448,
1.080012,,,0.0,,
1.080014,,0.0,,,
1.084544,0.028933214583379736,,,,
1.084760,,,,,-3.4725606441497803
1.084789,,,,3.1604544419125498,
1.084803,,,0.0,,
1.084804,,0.0,,,
1.089495,0.02922403177441639,,,,
1.089761,,,,,-3.568089246749878
1.089777,,,,3.2127326319132288,
1.089788,,,0.0,,
1.089790,,0.0,,,
1.094499,0.02952923003533947,,,,
1.094790,,,,,-3.6372172832489014
1.094806,,,,3.2635503912803245,
1.094818,,,0.0,,
1.094820,,0.0,,,
1.099538,0.02965706176766327,,,,
1.099846,,,,,-3.7669923305511475
1.099870,,0.0,,,
1.099874,,,,3.3113104805488582,
1.099886,,,0.0,,
1.104496,0.029761524261421632,,,,
1.104740,,,,,-3.8850085735321045
1.104774,,,0.0,,
1.104776,,0.0,,,
1.104779,,,,3.3555076179379637,
1.109560,0.02976951374469187,,,,
1.109956,,,,,-3.962981700897217
1.110000,,,,3.3955848998055274,
1.110023,,,0.0,,
1.110027,,0.0,,,
1.115148,0.029764520317647973,,,,
1.115625,,,0.0,,
1.115643,,0.0,,,
1.115659,,,,,-4.001915454864502
1.115675,,,,3.431299715173165,
1.120357,0.029656063082254495,,,,
1.120656,,0.0,,,
1.120660,,,,,-3.9588520526885986
1.120664,,,,3.4626595065335635,
1.120693,,,0.0,,
1.124949,0.029590149845275034,,,,
1.125192,,,,,-3.7786896228790283
1.125222,,,0.0,,
1.125226,,0.0,,,
1.125230,,,,3.489692414338723,
1.129912,0.029421571748273017,,,,
1.130155,,,,,-3.601227045059204
1.130186,,,,3.512197980170733,
1.130196,,0.0,,,
1.130208,,,0.0,,
1.135090,0.029161713804908538,,,,
1.135285,,,,,-3.4686315059661865
1.135313,,,,3.529682976763634,
1.135323,,0.0,,,
1.135332,,,0.0,,
1.139545,0.02868154586036725,,,,
1.139817,,,,,-3.3202288150787354
1.139848,,,0.0,,
1.139853,,0.0,,,
1.139858,,,,3.541166166362187,
1.144927,0.028147848377915372,,,,
1.145130,,,,,-3.211665153503418
1.145156,,,,3.5457783043625137,
1.145175,,,0.0,,
1.145178,,0.0,,,
1.150016,0.02753225869194355,,,,
1.150223,,,,,-3.0460972785949707
1.150255,,,,3.543343756202518,
1.150267,,0.0,,,
1.150277,,,0.0,,
1.155171,0.027009946223151764,,,,
1.155387,,,,,-2.864333152770996
1.155427,,,,3.534753859741962,
1.155437,,0.0,,,
1.155449,,,0.0,,
1.160022,0.026201011042040194,,,,
1.160317,,,,,-2.7205452919006348
1.160417,,,0.0,,
1.160433,,0.0,,,
1.160449,,,,3.518053485727892,
1.165268,0.025507324157101805,,,,
1.165623,,,0.0,,
1.165641,,0.0,,,
1.165656,,,,,-2.511457681655884
1.165674,,,,3.494756171701944,
1.169918,0.024900922376890764,,,,
1.170165,,,,,-2.2322614192962646
1.170202,,,,3.4656892713051435,
1.170230,,,0.0,,
1.170237,,0.0,,,
1.174555,0.024347850397508555,,,,
1.174779,,,,,-1.9371529817581177
1.174860,,,0.0,,
1.174877,,0.0,,,
1.174894,,,,3.4310196812198797,
1.179585,0.02367174037576469,,,,
1.179941,,,0.0,,
1.179956,,0.0,,,
1.179971,,,,,-1.7132807970046997
1.179986,,,,3.3907512631510293,
1.184574,0.022934111332839995,,,,
1.184974,,,0.0,,
1.184994,,0.0,,,
1.185013,,,,,-1.4714332818984985
1.185031,,,,3.3452078580962112,
1.189522,0.022304739788227015,,,,
1.190036,,,0.0,,
1.190058,,0.0,,,
1.190082,,,,,-1.2234437465667725
1.190100,,,,3.295253586592111,
1.194667,0.021649801897149278,,,,
1.194914,,,,,-1.0922324657440186
1.195020,,,0.0,,
1.195042,,0.0,,,
1.195064,,,,3.2420231505251937,
1.200054,0.020989271367782378,,,,
1.200230,,,,,-1.0043963193893433
1.200312,,,0.0,,
1.200328,,0.0,,,
1.200343,,,,3.1858894327502854,
1.205190,0.02041422830940702,,,,
1.205631,,,0.0,,
1.205648,,0.0,,,
1.205664,,,,,-0.8364887833595276
1.205680,,,,3.1278603866964416,
1.210351,0.019863553175005884,,,,
1.210794,,,0.0,,
1.210812,,0.0,,,
1.210829,,,,,-0.6462730765342712
1.210845,,,,3.06870444504249,
1.215093,0.019431122393004267,,,,
1.215522,,,0.0,,
1.215539,,0.0,,,
1.215554,,,,,-0.5971399545669556
1.215570,,,,3.009933189916586,
1.219909,0.01900867846509045,,,,
1.220156,,,,,-0.46632176637649536
1.220172,,,,2.952079567910189,
1.220235,,,0.0,,
1.220253,,0.0,,,
1.225597,0.01869069703093499,,,,
1.226062,,,0.0,,
1.226078,,0.0,,,
1.226094,,,,,-0.393722802400589
1.226110,,,,2.8958881714347675,
1.229704,0.01843663146294143,,,,
1.229876,,,,,-0.3939857482910156
1.229954,,,0.0,,
1.229967,,0.0,,,
1.229982,,,,2.842675063273812,
1.235093,0.018295417346139976,,,,
1.235301,,,,,-0.34127214550971985
1.235367,,,0.0,,
1.235385,,0.0,,,
1.235400,,,,2.7929409990418113,
1.240220,0.01826925178842995,,,,
1.240487,,,0.0,,
1.240502,,0.0,,,
1.240517,,,,,-0.3717414140701294
1.240532,,,,2.747502523270281,
1.244746,0.01824787992068206,,,,
1.244913,,,,,-0.30921992659568787
1.244996,,,0.0,,
1.245012,,0.0,,,
1.245027,,,,2.706458728051754,
1.250050,0.01833117028377429,,,,
1.250309,,,0.0,,
1.250326,,0.0,,,
1.250341,,,,,-0.28493544459342957
1.250356,,,,2.6701347081492117,
1.254673,0.01845480753738122,,,,
1.254869,,,,,-0.3051934540271759
1.254886,,,,2.6387738518943324,
1.254947,,,0.0,,
1.254965,,0.0,,,
1.260583,0.018799553740491977,,,,
1.260815,,,,,-0.27757903933525085
1.260902,,,0.0,,
1.260918,,0.0,,,
1.260934,,,,2.613446768183559,
1.266616,0.019236578475373977,,,,
1.267055,,,0.0,,
1.267072,,0.0,,,
1.267087,,,,,-0.4070289433002472
1.267104,,,,2.594049721579555,
1.271716,0.01969537455216738,,,,
1.271966,,,0.0,,
1.271981,,0.0,,,
1.271996,,,,,-0.38823050260543823
1.272011,,,,2.58087411868757,
1.275299,0.019863353437924128,,,,
1.275636,,,0.0,,
1.275644,,0.0,,,
1.275652,,,,,-0.5222956538200378
1.275659,,,,2.5699105113013894,
1.280073,0.02020690121854435,,,,
1.280460,,,0.0,,
1.280468,,0.0,,,
1.280476,,,,,-0.516021192073822
1.280485,,,,2.563452037700475,
1.284828,0.020898191258501668,,,,
1.285171,,,0.0,,
1.285178,,0.0,,,
1.285187,,,,,-0.7491610646247864
1.285195,,,,2.56477238059014,
1.290041,0.021681759830230234,,,,
1.290200,,,,,-0.7667088508605957
1.290255,,,0.0,,
1.290264,,0.0,,,
1.290273,,,,2.5748346314715125,
1.294697,0.022544424286334148,,,,
1.295091,,,0.0,,
1.295102,,0.0,,,
1.295111,,,,,-0.9218148589134216
1.295122,,,,2.59338146967912,
1.299717,0.023197964017839592,,,,
1.299885,,,,,-1.1291351318359375
1.299946,,,0.0,,
1.299958,,0.0,,,
1.299970,,,,2.6183343329081836,
1.304742,0.023967950468008755,,,,
1.304849,,,,,-1.285839319229126
1.304931,,,0.0,,
1.304946,,0.0,,,
1.304962,,,,2.650584073595992,
1.309797,0.024613300979162204,,,,
1.310060,,,0.0,,
1.310075,,0.0,,,
1.310089,,,,,-1.5056694746017456
1.310104,,,,2.688526623435998,
1.315269,0.025283019414289884,,,,
1.315507,,,,,-1.7255147695541382
1.315573,,,0.0,,
1.315588,,0.0,,,
1.315604,,,,2.7315648227710407,
1.319785,0.025704065182631408,,,,
1.319939,,0.0,,,
1.319955,,,,,-2.060551881790161
1.319971,,,,2.7778441743129374,
1.320037,,,0.0,,
1.324742,0.026249347415825134,,,,
1.324868,,,,,-2.3028409481048584
1.324951,,,0.0,,
1.324967,,0.0,,,
1.324983,,,,2.8274908140092867,
1.329814,0.02677625383749731,,,,
1.330005,,,0.0,,
1.330020,,0.0,,,
1.330036,,,,,-2.5454816818237305
1.330051,,,,2.8792911325444965,
1.334821,0.027292574193836423,,,,
1.335011,,,0.0,,
1.335026,,0.0,,,
1.335041,,,,,-2.745269298553467
1.335056,,,,2.9333475497858266,
1.339694,0.027783128466629017,,,,
1.339875,,,0.0,,
1.339890,,0.0,,,
1.339905,,,,,-2.9556331634521484
1.339921,,,,2.988818727905823,
1.344786,0.02813786152382757,,,,
1.344865,,,0.0,,
1.344869,,0.0,,,
1.344872,,,,,-3.1998414993286133
1.344876,,,,3.0437188104834396,
1.350095,0.028453246375920206,,,,
1.350473,,,,,-3.3676280975341797
1.350509,,,,3.0974526812866374,
1.350543,,,0.0,,
1.350547,,0.0,,,
1.355112,0.028714702215938737,,,,
1.355189,,,,,-3.5617690086364746
1.355195,,,,3.1494721464649738,
1.355224,,,0.0,,
1.355232,,0.0,,,
1.359815,0.028921030621392625,,,,
1.359924,,,,,-3.72658109664917
1.359966,,,0.0,,
1.359971,,0.0,,,
1.359975,,,,3.1989609288133383,
1.364663,0.02904466787499955,,,,
1.364737,,,0.0,,
1.364740,,0.0,,,
1.364744,,,,,-3.8128392696380615
1.364748,,,,3.2456978128857266,
1.371388,0.029120567966066813,,,,
1.371743,,,0.0,,
1.371761,,0.0,,,
1.371777,,,,,-3.8822197914123535
1.371793,,,,3.2886965966059454,
1.375437,0.029152126424984253,,,,
1.375603,,,,,-3.93695330619812
1.375654,,,0.0,,
1.375664,,0.0,,,
1.375674,,,,3.3279514544402757,
1.380143,0.029112378745714818,,,,
1.380240,,,0.0,,
1.380251,,0.0,,,
1.380261,,,,,-3.968536853790283
1.380275,,,,3.362772210587486,
1.385061,0.02914333799338699,,,,
1.385196,,,,,-3.9287970066070557
1.385267,,,0.0,,
1.385281,,0.0,,,
1.385296,,,,3.3944424167035216,
1.389990,0.028899858490726495,,,,
1.390229,,,0.0,,
1.390245,,0.0,,,
1.390259,,,,,-3.865203380584717
1.390275,,,,3.420174174984692,
1.395126,0.02884732763822468,,,,
1.395339,,,,,-3.6624410152435303
1.395419,,,0.0,,
1.395433,,0.0,,,
1.395449,,,,3.442993327316821,
1.399701,0.028455643220901276,,,,
1.399865,,,0.0,,
1.399879,,0.0,,,
1.399893,,,,,-3.5486135482788086
1.399908,,,,3.459308676535659,
1.404836,0.02806615591147719,,,,
1.405058,,0.0,,,
1.405073,,,,,-3.382011651992798
1.405088,,,,3.470314306975123,
1.405151,,,0.0,,
1.410192,0.0275388500156415,,,,
1.410417,,,,,-3.2160420417785645
1.410503,,,0.0,,
1.410518,,0.0,,,
1.410533,,,,3.474512952106565,
1.415313,0.02705129179907524,,,,
1.415772,,,0.0,,
1.415788,,0.0,,,
1.415804,,,,,-3.0110554695129395
1.415820,,,,3.472948599803273,
1.420292,0.026419323672399443,,,,
1.420460,,,,,-2.870647430419922
1.420475,,,,3.464723009289968,
1.420541,,,0.0,,
1.420559,,0.0,,,
1.425225,0.025708059924266526,,,,
1.425399,,0.0,,,
1.425414,,,,,-2.685953378677368
1.425430,,,,3.449467948607161,
1.425496,,,0.0,,
1.429766,0.02513341634005468,,,,
1.429895,,,0.0,,
1.429908,,0.0,,,
1.429922,,,,,-2.4138901233673096
1.429936,,,,3.428269755743603,
1.434729,0.024598120960948756,,,,
1.434857,,,0.0,,
1.434871,,0.0,,,
1.434884,,,,,-2.1320958137512207
1.434897,,,,3.4008296032326535,
1.439660,0.023909826977217774,,,,
1.439768,,,0.0,,
1.439780,,0.0,,,
1.439790,,,,,-1.8781758546829224
1.439801,,,,3.366979419872738,
1.444809,0.02330442388241551,,,,
1.444910,,,,,-1.5976423025131226
1.444922,,,,3.328475142162296,
1.444969,,,0.0,,
1.444983,,0.0,,,
1.449687,0.022553212717931412,,,,
1.449795,,,0.0,,
1.449797,,0.0,,,
1.449799,,,,,-1.4447510242462158
1.449802,,,,3.2841384294175593,
1.454566,0.021917849060865757,,,,
1.454904,,,,,-1.183363437652588
1.454993,,,,3.2355652703133346,
1.455005,,0.0,,,
1.455021,,,0.0,,
1.461070,0.021271699601385283,,,,
1.461433,,,0.0,,
1.461448,,0.0,,,
1.461463,,,,,-1.024556040763855
1.461478,,,,3.183558847955218,
1.465039,0.02058899825594347,,,,
1.465395,,,0.0,,
1.465410,,0.0,,,
1.465429,,,,,-0.8684983253479004
1.465440,,,,3.128666701149462,
1.470459,0.020051705506019982,,,,
1.470605,,,,,-0.7025318145751953
1.470641,,,0.0,,
1.470648,,0.0,,,
1.470654,,,,3.0719997443448572,
1.474969,0.019489445620877004,,,,
1.475089,,,,,-0.5674993991851807
1.475129,,,0.0,,
1.475135,,0.0,,,
1.475141,,,,3.013809781621035,
1.480271,0.019001887404310747,,,,
1.480431,,,,,-0.4117514491081238
1.480481,,,0.0,,
1.480490,,0.0,,,
1.480500,,,,2.95577668485657,
1.484795,0.018582839006786776,,,,
1.484997,,,,,-0.29190587997436523
1.485058,,,0.0,,
1.485071,,0.0,,,
1.485086,,,,2.898319940818333,
1.489691,0.01820014275814239,,,,
1.489921,,0.0,,,
1.489936,,,,,-0.2409757375717163
1.489951,,,,2.842329283158961,
1.490015,,,0.0,,
1.494685,0.01798103117945612,,,,
1.494922,,,,,-0.22876949608325958
1.494936,,,,2.7892413201428004,
1.494998,,,0.0,,
1.495017,,0.0,,,
1.499920,0.017880962901496395,,,,
1.500070,,,,,-0.15878503024578094
1.500086,,,,2.739640064301693,
1.500154,,,0.0,,
1.500172,,0.0,,,
1.504890,0.01780346491377509,,,,
1.505045,,,,,-0.19810795783996582
1.505061,,,,2.6942857954740185,
1.505131,,,0.0,,
1.505149,,0.0,,,
1.510354,0.017889751333093656,,,,
1.510383,,0.0,,,
1.510398,,,,,-0.17576521635055542
1.510414,,,,2.6538930640927236,
1.510502,,,0.0,,
1.514710,0.017907527933369933,,,,
1.514862,,,0.0,,
1.514881,,0.0,,,
1.514899,,,,,-0.2844926118850708
1.514920,,,,2.617780333350273,
1.519711,0.01811106001967924,,,,
1.519868,,,,,-0.2856638431549072
1.519887,,,,2.5872896434998083,
1.519966,,,0.0,,
1.519991,,0.0,,,
1.524758,0.018404074318615207,,,,
1.524902,,,0.0,,
1.524919,,0.0,,,
1.524936,,,,,-0.2985997498035431
1.524955,,,,2.5620405203113976,
1.529700,0.01877718318733531,,,,
1.529857,,,0.0,,
1.529876,,0.0,,,
1.529894,,,,,-0.397948682308197
1.529917,,,,2.542761608731934,
1.535176,0.01932506200259186,,,,
1.535329,,,0.0,,
1.535346,,0.0,,,
1.535363,,,,,-0.467153400182724
1.535381,,,,2.5298626782727345,
1.540323,0.019841382358930973,,,,
1.540606,,,0.0,,
1.540623,,0.0,,,
1.540639,,,,,-0.532429039478302
1.540658,,,,2.5228596776898136,
1.544829,0.020363495090641007,,,,
1.544965,,,,,-0.5657233595848083
1.545058,,,0.0,,
1.545083,,0.0,,,
1.545106,,,,2.5217837325777395,
1.550124,0.02099306637233574,,,,
1.550260,,,,,-0.651277482509613
1.550349,,,0.0,,
1.550366,,0.0,,,
1.550383,,,,2.527596415762202,
1.555909,0.02158368892308806,,,,
1.556006,,,0.0,,
1.556020,,0.0,,,
1.556036,,,,,-0.8307459354400635
1.556050,,,,2.5398447634001653,
1.559847,0.022306337684881064,,,,
1.560017,,,,,-0.9705328941345215
1.560084,,,0.0,,
1.560100,,0.0,,,
1.560115,,,,2.5587430480015048,
1.565534,0.022947094243154127,,,,
1.565651,,,,,-1.1004607677459717
1.565659,,,,2.5835631370213905,
1.565714,,,0.0,,
1.565744,,0.0,,,
1.570198,0.023624802161552043,,,,
1.570354,,,0.0,,
1.570361,,0.0,,,
1.570368,,,,,-1.2749531269073486
1.570374,,,,2.6149327130404676,
1.575516,0.024206636280707107,,,,
1.575648,,,,,-1.4850372076034546
1.575653,,,,2.650907403328231,
1.575674,,,0.0,,
1.575680,,0.0,,,
1.580454,0.02488234682828746,,,,
1.580768,,,0.0,,
1.580775,,0.0,,,
1.580783,,,,,-1.6819263696670532
1.580790,,,,2.692227597261321,
1.585134,0.02533634921511872,,,,
1.585458,,,0.0,,
1.585474,,0.0,,,
1.585489,,,,,-1.9564850330352783
1.585505,,,,2.73654577415772,
1.589643,0.025818914004641078,,,,
1.589750,,,,,-2.2215418815612793
1.589776,,,,2.7841082800258925,
1.589834,,,0.0,,
1.589852,,0.0,,,
1.595288,0.026238961087573825,,,,
1.595576,,,0.0,,
1.595592,,0.0,,,
1.595609,,,,,-2.4546661376953125
1.595619,,,,2.833489255610996,
1.600248,0.026686372150707134,,,,
1.600660,,,0.0,,
1.600666,,0.0,,,
1.600672,,,,,-2.6923069953918457
1.600678,,,,2.884072801482877,
1.605216,0.027093436323325747,,,,
1.605223,,,,,-2.882739305496216
1.605297,,,0.0,,
1.605302,,0.0,,,
1.605307,,,,2.9356464882132656,
1.610216,0.027494108909328168,,,,
1.610557,,,0.0,,
1.610576,,0.0,,,
1.610595,,,,,-3.0259318351745605
1.610613,,,,2.987293776494124,
1.615093,0.027737388674906906,,,,
1.615370,,,0.0,,
1.615375,,0.0,,,
1.615381,,,,,-3.2204954624176025
1.615386,,,,3.0377823546603584,
1.620153,0.027974876065114722,,,,
1.620479,,,0.0,,
1.620484,,0.0,,,
1.620489,,,,,-3.3075883388519287
1.620494,,,,3.086168438870528,
1.624787,0.028064558014823143,,,,
1.625164,,,0.0,,
1.625168,,0.0,,,
1.625173,,,,,-3.476245880126953
1.625179,,,,3.1311384457487224,
1.629844,0.02815923339157546,,,,
1.630174,,,0.0,,
1.630192,,0.0,,,
1.630212,,,,,-3.6078860759735107
1.630230,,,,3.1727224429951444,
1.635183,0.028133267570947185,,,,
1.635513,,,0.0,,
1.635518,,0.0,,,
1.635523,,,,,-3.6910431385040283
